# file: coastlines.data
#
# These data are derived from 'earthmap.c' (part of xephem), which in turn
# is derived from 'mapdata.c' (part of xearth).  'earthmap.c' and 'mapdata.c'
# include the following notice:
#
#  Copyright (C) 1989, 1990, 1993, 1994 Kirk Lauritz Johnson
#  Permission to use, copy, modify, distribute, and sell this
#  software and its documentation for any purpose is hereby granted
#  without fee, provided that the above copyright notice appear in
#  all copies and that both that copyright notice and this
#  permission notice appear in supporting documentation. The author
#  makes no representations about the suitability of this software
#  for any purpose. It is provided "as is" without express or
#  implied warranty.
#
#  THE AUTHOR DISCLAIMS ALL WARRANTIES WITH REGARD TO THIS SOFTWARE,
#  INCLUDING ALL IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS,
#  IN NO EVENT SHALL THE AUTHOR BE LIABLE FOR ANY SPECIAL, INDIRECT
#  OR CONSEQUENTIAL DAMAGES OR ANY DAMAGES WHATSOEVER RESULTING FROM
#  LOSS OF USE, DATA OR PROFITS, WHETHER IN AN ACTION OF CONTRACT,
#  NEGLIGENCE OR OTHER TORTIOUS ACTION, ARISING OUT OF OR IN
#  CONNECTION WITH THE USE OR PERFORMANCE OF THIS SOFTWARE.

# The three columns are:
#   Longitude (degrees * 100)
#   Latitude (degrees * 100)
#   N (1: first point on a new land mass, 0 otherwise)
#
# Note that a few points (e.g., in far eastern Siberia) are assigned
# longitudes < -180 or > 180;  this allows these land masses to be drawn
# as polygons even if they cross the 180th meridian.

# The last point given for each land mass is the same as the first (except
# for Antarctica, which is circumpolar and thus cannot be rendered as a
# closed polygon on a Mercator projection).

# Long.  Lat. N
 -8701   4529 1
 -8725   4502 0
 -8705   4515 0
 -8701   4529 0

 12592   -197 1
 12597   -229 0
 12598   -210 0
 12592   -197 0

 -4942      7 1
 -4967     -2 0
 -4943     -6 0
 -4942      7 0

 14079   7396 1
 14071   7421 0
 14024   7400 0
 14079   7396 0

-11605  -7390 1
-11689  -7406 0
-11630  -7409 0
-11605  -7390 0

 12183   1346 1
 12200   1328 0
 12202   1350 0
 12183   1346 0

 -5067      0 1
 -5091    -16 0
 -5069    -13 0
 -5067      0 0

 -1845   7534 1
 -1805   7506 0
 -1799   7525 0
 -1845   7534 0

 -4024   6447 1
 -4056   6475 0
 -4054   6461 0
 -4024   6447 0

 12019    534 1
 11996    517 0
 12016    520 0
 12019    534 0

 -7654   6346 1
 -7709   6360 0
 -7686   6342 0
 -7654   6346 0

 13106   3083 1
 13094   3054 0
 13106   3068 0
 13106   3083 0

 12190   -509 1
 12192   -535 0
 12203   -520 0
 12190   -509 0

 -6915   1238 1
 -6893   1215 0
 -6903   1228 0
 -6915   1238 0

 -7152  -5408 1
 -7124  -5426 0
 -7113  -5412 0
 -7152  -5408 0

  5307   7097 1
  5282   7127 0
  5283   7110 0
  5307   7097 0

-17663   5197 1
-17680   5173 0
-17651   5182 0
-17663   5197 0

 11988   1230 1
 12012   1210 0
 12003   1223 0
 11988   1230 0

-15717    173 1
-15741    190 0
-15731    175 0
-15717    173 0

   665     40 1
   654     17 0
   672     27 0
   665     40 0

  1497   6859 1
  1524   6884 0
  1479   6874 0
  1497   6859 0

 -7418  -5083 1
 -7440  -5057 0
 -7438  -5077 0
 -7418  -5083 0

   583   5257 1
   542   5243 0
   574   5244 0
   583   5257 0

 13500   3457 1
 13479   3432 0
 13494   3440 0
 13500   3457 0

 -6803   6058 1
 -6825   6035 0
 -6788   6041 0
 -6803   6058 0

-12259   4826 1
-12253   4809 0
-12261   4839 0
-12259   4826 0

 -7496  -5208 1
 -7484  -5179 0
 -7496  -5191 0
 -7496  -5208 0

 -7997   -268 1
 -8020   -288 0
 -8004   -283 0
 -7997   -268 0

 -1774   2867 1
 -1790   2875 0
 -1783   2849 0
 -1774   2867 0

  4024   1562 1
  4009   1581 0
  3999   1574 0
  4024   1562 0

 13652  -1144 1
 13669  -1118 0
 13659  -1129 0
 13652  -1144 0

 16135   -934 1
 16146   -962 0
 16145   -945 0
 16135   -934 0

 15652   -763 1
 15667   -783 0
 15669   -764 0
 15652   -763 0

  4188   1678 1
  4202   1670 0
  4175   1688 0
  4188   1678 0

 -6146   1562 1
 -6136   1537 0
 -6132   1555 0
 -6146   1562 0

-17706   5191 1
-17743   5176 0
-17719   5175 0
-17706   5191 0

 -7373  -4516 1
 -7407  -4505 0
 -7397  -4520 0
 -7373  -4516 0

 -5135   8199 1
 -5254   8221 0
 -5257   8205 0
 -5135   8199 0

  9247   1084 1
  9238   1062 0
  9254   1064 0
  9247   1084 0

 16810  -1615 1
 16803  -1630 0
 16827  -1629 0
 16810  -1615 0

  7861   7285 1
  7910   7275 0
  7923   7296 0
  7861   7285 0

 10342  -6545 1
 10308  -6520 0
 10308  -6535 0
 10342  -6545 0

 14487   1365 1
 14472   1341 0
 14488   1351 0
 14487   1365 0

  5047   2623 1
  5052   2596 0
  5059   2615 0
  5047   2623 0

 -5036     61 1
 -5041     32 0
 -5034     46 0
 -5036     61 0

  9465   1624 1
  9447   1601 0
  9462   1609 0
  9465   1624 0

 12402   -846 1
 12426   -831 0
 12411   -831 0
 12402   -846 0

-11477   7798 1
-11431   7776 0
-11399   7794 0
-11477   7798 0

  9830    817 1
  9831    790 0
  9840    804 0
  9830    817 0

 -2518   1696 1
 -2510   1714 0
 -2533   1705 0
 -2518   1696 0

 17810  -1910 1
 17835  -1902 0
 17832  -1895 0
 17810  -1910 0

 16803  -2142 1
 16787  -2151 0
 16808  -2162 0
 16803  -2142 0

 -6920  -5493 1
 -6970  -5493 0
 -6939  -5498 0
 -6920  -5493 0

 12188   1503 1
 12192   1477 0
 12201   1493 0
 12188   1503 0

 -2356   1504 1
 -2375   1520 0
 -2372   1500 0
 -2356   1504 0

 -7527   6870 1
 -7506   6844 0
 -7496   6861 0
 -7527   6870 0

 -9640   2839 1
 -9666   2822 0
 -9650   2829 0
 -9640   2839 0

 -8946    -77 1
 -8947    -90 0
 -8928    -71 0
 -8946    -77 0

  -435   5441 1
  -462   5419 0
  -437   5426 0
  -435   5441 0

 10393   1039 1
 10398   1015 0
 10407   1031 0
 10393   1039 0

  1545   6889 1
  1587   6913 0
  1555   6905 0
  1545   6889 0

 -4516  -6072 1
 -4565  -6056 0
 -4547  -6066 0
 -4516  -6072 0

 -7723   6943 1
 -7717   6920 0
 -7682   6933 0
 -7723   6943 0

  1422   6816 1
  1479   6833 0
  1439   6830 0
  1422   6816 0

-14911  -7709 1
-14996  -7692 0
-14985  -7708 0
-14911  -7709 0

 -8026   2534 1
 -8045   2511 0
 -8034   2520 0
 -8026   2534 0

  -448   5341 1
  -447   5322 0
  -419   5330 0
  -448   5341 0

 16816  -1534 1
 16815  -1506 0
 16812  -1515 0
 16816  -1534 0

 13085    -76 1
 13058    -84 0
 13080    -84 0
 13085    -76 0

-17809   5190 1
-17801   5171 0
-17778   5179 0
-17809   5190 0

 -3792   6563 1
 -3749   6567 0
 -3769   6583 0
 -3792   6563 0

  1819   6953 1
  1874   6972 0
  1832   6967 0
  1819   6953 0

-17299   6056 1
-17254   6037 0
-17275   6047 0
-17299   6056 0

  1918   6980 1
  1945   6998 0
  1895   6997 0
  1918   6980 0

 -7491  -4838 1
 -7499  -4815 0
 -7513  -4829 0
 -7491  -4838 0

  3313   -210 1
  3296   -194 0
  3291   -204 0
  3313   -210 0

 13882   -815 1
 13864   -825 0
 13881   -834 0
 13882   -815 0

 -7533   3789 1
 -7517   3814 0
 -7523   3806 0
 -7533   3789 0

-13236   5648 1
-13216   5624 0
-13214   5638 0
-13236   5648 0

-13077  -7444 1
-13156  -7434 0
-13138  -7450 0
-13077  -7444 0

 15015   -924 1
 15023   -945 0
 15033   -933 0
 15015   -924 0

 12946   3469 1
 12933   3444 0
 12946   3456 0
 12946   3469 0

 -7954   5652 1
 -7987   5632 0
 -7965   5637 0
 -7954   5652 0

  1092   5515 1
  1072   5490 0
  1086   5500 0
  1092   5515 0

 -7433  -4797 1
 -7398  -4793 0
 -7427  -4786 0
 -7433  -4797 0

  1175   5495 1
  1185   5472 0
  1200   5484 0
  1175   5495 0

 -9028   7682 1
 -9015   7658 0
 -8978   7670 0
 -9028   7682 0

-12464   4978 1
-12433   4960 0
-12442   4971 0
-12464   4978 0

  9108   2216 1
  9113   2241 0
  9104   2236 0
  9108   2216 0

-13289   5680 1
-13289   5660 0
-13266   5662 0
-13289   5680 0

 15702   -787 1
 15703   -807 0
 15717   -797 0
 15702   -787 0

 15461   -501 1
 15461   -526 0
 15469   -513 0
 15461   -501 0

 -6151   1632 1
 -6131   1624 0
 -6140   1641 0
 -6151   1632 0

 -6093   1372 1
 -6091   1395 0
 -6102   1383 0
 -6093   1372 0

 15127  -2375 1
 15116  -2352 0
 15112  -2365 0
 15127  -2375 0

-12838   5279 1
-12839   5253 0
-12831   5265 0
-12838   5279 0

 16619  -5053 1
 16603  -5076 0
 16621  -5069 0
 16619  -5053 0

 16941  -1946 1
 16925  -1944 0
 16941  -1963 0
 16941  -1946 0

-14855  -7720 1
-14774  -7730 0
-14799  -7712 0
-14855  -7720 0

  4421  -1215 1
  4443  -1225 0
  4437  -1213 0
  4421  -1215 0

 -6609  -6587 1
 -6577  -6565 0
 -6605  -6572 0
 -6609  -6587 0

-10207   7597 1
-10298   7585 0
-10247   7583 0
-10207   7597 0

  2722   3582 1
  2714   3556 0
  2719   3567 0
  2722   3582 0

 12806   -370 1
 12828   -363 0
 12817   -355 0
 12806   -370 0

-12707  -7450 1
-12759  -7432 0
-12759  -7449 0
-12707  -7450 0

  2294   6029 1
  2258   6012 0
  2284   6015 0
  2294   6029 0

 -7634   3482 1
 -7642   3473 0
 -7620   3493 0
 -7634   3482 0

 -5112    -14 1
 -5129    -32 0
 -5117    -27 0
 -5112    -14 0

 16579  -1080 1
 16603  -1076 0
 16591  -1069 0
 16579  -1080 0

 -7369  -5222 1
 -7393  -5200 0
 -7385  -5211 0
 -7369  -5222 0

  4984  -1709 1
  4996  -1685 0
  4988  -1694 0
  4984  -1709 0

  2544   4002 1
  2517   3993 0
  2530   3987 0
  2544   4002 0

 12960   -780 1
 12966   -797 0
 12979   -787 0
 12960   -780 0

-12926   5282 1
-12908   5259 0
-12906   5271 0
-12926   5282 0

  1475   5526 1
  1491   5506 0
  1501   5519 0
  1475   5526 0

 -7500  -5146 1
 -7468  -5132 0
 -7489  -5134 0
 -7500  -5146 0

  9366   1951 1
  9383   1934 0
  9382   1949 0
  9366   1951 0

 -7428  -4479 1
 -7402  -4471 0
 -7428  -4466 0
 -7428  -4479 0

  2316   7027 1
  2348   7048 0
  2312   7044 0
  2316   7027 0

 -7522  -4985 1
 -7538  -4966 0
 -7546  -4977 0
 -7522  -4985 0

   154   3913 1
   133   3898 0
   154   3899 0
   154   3913 0

  4814   2998 1
  4817   2976 0
  4828   2987 0
  4814   2998 0

 -8662   1628 1
 -8638   1638 0
 -8649   1637 0
 -8662   1628 0

 -4124   6326 1
 -4154   6342 0
 -4167   6336 0
 -4124   6326 0

  -629   5588 1
  -635   5570 0
  -608   5576 0
  -629   5588 0

 -4380   5996 1
 -4344   6001 0
 -4381   6009 0
 -4380   5996 0

  -718   6230 1
  -694   6208 0
  -695   6218 0
  -718   6230 0

 -5037    218 1
 -5045    200 0
 -5030    204 0
 -5037    218 0

 17993  -1699 1
 18010  -1682 0  #  -17990  -1682 0
 17995  -1686 0
 17993  -1699 0

-15987   5529 1
-16008   5507 0
-15991   5514 0
-15987   5529 0

 -7891   7612 1
 -7943   7593 0
 -7902   7594 0
 -7891   7612 0

  7212  -7057 1
  7201  -7037 0
  7174  -7040 0
  7212  -7057 0

-10048   6902 1
-10055   6882 0
-10023   6885 0
-10048   6902 0

 -5007     65 1
 -5022     49 0
 -5006     51 0
 -5007     65 0

 -5110   6992 1
 -5118   6972 0
 -5083   6980 0
 -5110   6992 0

 -7315   2238 1
 -7289   2234 0
 -7300   2242 0
 -7315   2238 0

  9835   1234 1
  9841   1256 0
  9832   1250 0
  9835   1234 0

 -2430   1657 1
 -2418   1662 0
 -2442   1666 0
 -2430   1657 0

 -7505  -4609 1
 -7481  -4594 0
 -7497  -4594 0
 -7505  -4609 0

 13463    773 1
 13455    750 0
 13464    757 0
 13463    773 0

  1485   4415 1
  1508   4397 0
  1500   4406 0
  1485   4415 0

 -9158    -41 1
 -9146    -32 0
 -9165    -28 0
 -9158    -41 0

  1986   6040 1
  1982   6021 0
  2007   6025 0
  1986   6040 0

   422   4004 1
   400   4004 0
   419   3991 0
   422   4004 0

   913   6357 1
   862   6356 0
   885   6349 0
   913   6357 0

  2706   3778 1
  2678   3776 0
  2692   3769 0
  2706   3778 0

 -5533  -6124 1
 -5494  -6116 0
 -5525  -6111 0
 -5533  -6124 0

 -7531  -5078 1
 -7526  -5056 0
 -7541  -5066 0
 -7531  -5078 0

-13578   5732 1
-13577   5712 0
-13558   5719 0
-13578   5732 0

  1667   4296 1
  1700   4292 0
  1692   4297 0
  1667   4296 0

 10399    138 1
 10377    139 0
 10387    130 0
 10399    138 0

 -9078    -28 1
 -9062    -24 0
 -9078    -14 0
 -9078    -28 0

 -8673   2058 1
 -8693   2043 0
 -8682   2044 0
 -8673   2058 0

  2735   3687 1
  2706   3680 0
  2719   3680 0
  2735   3687 0

 12566    343 1
 12553    362 0
 12554    349 0
 12566    343 0

  1106   3380 1
  1084   3385 0
  1090   3371 0
  1106   3380 0

 13259  -1131 1
 13258  -1109 0
 13252  -1116 0
 13259  -1131 0

 -7522  -4904 1
 -7543  -4887 0
 -7544  -4898 0
 -7522  -4904 0

 13104   -807 1
 13088   -823 0
 13104   -818 0
 13104   -807 0

 -7815   6975 1
 -7853   6959 0
 -7814   6961 0
 -7815   6975 0

  -268   5896 1
  -308   5903 0
  -299   5893 0
  -268   5896 0

 11989   1195 1
 11995   1177 0
 12003   1184 0
 11989   1195 0

 -7528  -5162 1
 -7511  -5141 0
 -7524  -5146 0
 -7528  -5162 0

  2065   3788 1
  2082   3771 0
  2083   3782 0
  2065   3788 0

 -7869   5644 1
 -7884   5625 0
 -7868   5625 0
 -7869   5644 0

 -8180    757 1
 -8172    738 0
 -8168    749 0
 -8180    757 0

 15109   -842 1
 15108   -865 0
 15112   -856 0
 15109   -842 0

 -7443  -4576 1
 -7428  -4559 0
 -7446  -4561 0
 -7443  -4576 0

  7323  -5298 1
  7355  -5311 0
  7345  -5300 0
  7323  -5298 0

  1643   4334 1
  1671   4328 0
  1666   4337 0
  1643   4334 0

 -9033  -7306 1
 -8973  -7299 0
 -9007  -7292 0
 -9033  -7306 0

-16069   5881 1
-16101   5868 0
-16083   5866 0
-16069   5881 0

 12778   -811 1
 12798   -820 0
 12793   -812 0
 12778   -811 0

 -7058   6277 1
 -7093   6285 0
 -7069   6269 0
 -7058   6277 0

 15342  -2772 1
 15349  -2750 0
 15340  -2756 0
 15342  -2772 0

  2473   3797 1
  2484   3780 0
  2492   3787 0
  2473   3797 0

-12802   5205 1
-12815   5187 0
-12798   5190 0
-12802   5205 0

 -7401  -5234 1
 -7420  -5215 0
 -7420  -5223 0
 -7401  -5234 0

 12172  -1057 1
 12191  -1055 0
 12185  -1046 0
 12172  -1057 0

 -6428  -5472 1
 -6453  -5477 0
 -6416  -5478 0
 -6428  -5472 0

-12689   4984 1
-12684   4969 0
-12665   4976 0
-12689   4984 0

-13328   5614 1
-13360   5605 0
-13343   5601 0
-13328   5614 0

  1455   4522 1
  1457   4504 0
  1470   4508 0
  1455   4522 0

  3972   -797 1
  3984   -779 0
  3972   -785 0
  3972   -797 0

-12882   5371 1
-12909   5356 0
-12894   5358 0
-12882   5371 0

  9601   7712 1
  9593   7702 0
  9653   7720 0
  9601   7712 0

 -6052   1134 1
 -6071   1124 0
 -6060   1124 0
 -6052   1134 0

 -7524  -4803 1
 -7492  -4796 0
 -7505  -4795 0
 -7524  -4803 0

 -5082    -56 1
 -5099    -67 0
 -5087    -69 0
 -5082    -56 0

-13037   5409 1
-13060   5397 0
-13044   5392 0
-13037   5409 0

 11945   -842 1
 11941   -861 0
 11950   -856 0
 11945   -842 0

-11201   2453 1
-11181   2442 0
-11184   2450 0
-11201   2453 0

-14612   6041 1
-14653   6039 0
-14634   6033 0
-14612   6041 0

 16771  -1547 1
 16790  -1539 0
 16777  -1536 0
 16771  -1547 0

 -8469   2975 1
 -8492   2965 0
 -8484   2967 0
 -8469   2975 0

-10027   7673 1
-10114   7666 0
-10077   7664 0
-10027   7673 0

  -529   5571 1
  -530   5553 0
  -512   5559 0
  -529   5571 0

-16071   5540 1
-16082   5527 0
-16060   5525 0
-16071   5540 0

 -7602   2367 1
 -7584   2353 0
 -7589   2361 0
 -7602   2367 0

 -7794   2210 1
 -7775   2199 0
 -7778   2208 0
 -7794   2210 0

 -7364  -4575 1
 -7362  -4556 0
 -7375  -4561 0
 -7364  -4575 0

 15343  -2734 1
 15343  -2713 0
 15338  -2719 0
 15343  -2734 0

 -7558  -4868 1
 -7537  -4855 0
 -7554  -4855 0
 -7558  -4868 0

  -106   5069 1
  -134   5072 0
  -128   5062 0
  -106   5069 0

  2636   3768 1
  2612   3760 0
  2622   3759 0
  2636   3768 0

 -6146   5693 1
 -6156   5673 0
 -6143   5678 0
 -6146   5693 0

 -7486  -5213 1
 -7470  -5194 0
 -7482  -5199 0
 -7486  -5213 0

 14957   -135 1
 14964   -152 0
 14969   -143 0
 14957   -135 0

 -5947   1308 1
 -5952   1324 0
 -5960   1315 0
 -5947   1308 0

 12723    -25 1
 12712    -36 0
 12724    -40 0
 12723    -25 0

 -5635   4710 1
 -5635   4691 0
 -5628   4693 0
 -5635   4710 0

 15735   -840 1
 15729   -859 0
 15737   -855 0
 15735   -840 0

-12800   5172 1
-12805   5154 0
-12791   5157 0
-12800   5172 0

  4509  -1281 1
  4517  -1285 0
  4510  -1267 0
  4509  -1281 0

 -6838   1230 1
 -6830   1215 0
 -6824   1220 0
 -6838   1230 0

  2069   3885 1
  2059   3871 0
  2068   3867 0
  2069   3885 0

 14332   -837 1
 14348   -845 0
 14349   -837 0
 14332   -837 0

  9600   7627 1
  9570   7619 0
  9645   7620 0
  9600   7627 0

 13618  -1167 1
 13636  -1157 0
 13629  -1158 0
 13618  -1167 0

 -6773  -6777 1
 -6734  -6773 0
 -6757  -6764 0
 -6773  -6777 0

-11988   3405 1
-11966   3399 0
-11968   3405 0
-11988   3405 0

-11517   2816 1
-11527   2825 0
-11530   2809 0
-11517   2816 0

   829   5474 1
   843   5491 0
   831   5489 0
   829   5474 0

 13332   -410 1
 13348   -423 0
 13344   -417 0
 13332   -410 0

 -5746  -6452 1
 -5705  -6446 0
 -5725  -6442 0
 -5746  -6452 0

 -7434   2283 1
 -7417   2271 0
 -7418   2278 0
 -7434   2283 0

-12368   4910 1
-12348   4894 0
-12352   4898 0
-12368   4910 0

-12528   5043 1
-12524   5027 0
-12512   5030 0
-12528   5043 0

  1350   6804 1
  1381   6814 0
  1362   6820 0
  1350   6804 0

  9818   1145 1
  9827   1162 0
  9821   1158 0
  9818   1145 0

  8179   7538 1
  8209   7533 0
  8215   7550 0
  8179   7538 0

 -7551  -4926 1
 -7537  -4912 0
 -7552  -4913 0
 -7551  -4926 0

 15255  -1062 1
 15273  -1067 0
 15270  -1063 0
 15255  -1062 0

 -7668   3470 1
 -7692   3468 0
 -7686   3469 0
 -7668   3470 0

 -9480   2935 1
 -9496   2922 0
 -9486   2925 0
 -9480   2935 0

 -6487   1772 1
 -6469   1771 0
 -6471   1777 0
 -6487   1772 0

  3221    -48 1
  3221    -30 0
  3217    -38 0
  3221    -48 0

-14576   6060 1
-14609   6054 0
-14602   6050 0
-14576   6060 0

 -7430  -4501 1
 -7408  -4498 0
 -7416  -4492 0
 -7430  -4501 0

-12528   5028 1
-12525   5011 0
-12518   5015 0
-12528   5028 0

 -9153   1879 1
 -9171   1871 0
 -9163   1871 0
 -9153   1879 0

  5209   1223 1
  5226   1217 0
  5223   1221 0
  5209   1223 0

 -7962   2280 1
 -7946   2270 0
 -7949   2274 0
 -7962   2280 0

 -9685   2812 1
 -9696   2798 0
 -9691   2799 0
 -9685   2812 0

  1310   6809 1
  1291   6794 0
  1303   6795 0
  1310   6809 0

 -7830   2240 1
 -7816   2233 0
 -7814   2239 0
 -7830   2240 0

  9829   1073 1
  9824   1087 0
  9819   1083 0
  9829   1073 0

  9734    206 1
  9725    219 0
  9724    213 0
  9734    206 0

 -8798   1790 1
 -8789   1803 0
 -8793   1803 0
 -8798   1790 0
